No.,Labels,Tweets,Happiness,Sadness,Anger,Disgust,Surprise,Fear,Sentiment
1281,0,คุณกำลังรู้สึกโดดเดี่ยวรู้สึกเหมือนไม่มีใครเข้าใจ  อยากระบายหรือแสดงความรู้สึก ก็โดนหาว่าคิดไปเองทั้งที่คุณกำลังเจ็บปวดใช่มั้ย พูดคุยกับใครบางคนที่เค้าอาสาเข้ามารับฟังคุณเพื่อนที่คุณไม่รู้จักแต่พร้อมที่จะรับฟังและช่วยเหลือผ่านแอปพลิเคชั่น MEET AND CHILL #โรคซึมเศร้า #meetandchill,1,0,0,0,0,0,1
1282,0,กรูเกลียดโรคซึมเศร้าทำลายชีวิตกรูพังทุกอย่าง7ปีละนะ #โรคซึมเศร้า,0,0,1,0,0,0,2
1283,0,เริ่มง่วงตลอดเวลา ใจสั่น มือสั่น หน้ามืด นี่เราเป็นอะไร #โรคซึมเศร้า,0,0,0,0,0,1,0
1284,0,คนอื่นมูฟออนเป็นวงกลม กูมูฟออนเป็นเขาวงกต😂  #เศร้า,0,1,0,0,0,0,0
1285,0,เคราะห์หมดจากบ้านแน่ ๆ #โรคซึมเศร้า,0,0,0,0,0,0,0
1286,0,แพทย์ชาวจีนที่ชื่อ Liang Wudong วัย 62 ปี เสียชีวิตจากการปฏิบัติหน้าที่รักษาผู้ติดเชื้อไวรัสโคโรนาสายพันธุ์ใหม่ที่รพ. Hubei Xinhua Hospital ถือเป็นด่านหน้าที่ต่อสู้กับการระบาด #RIP,0,1,0,0,0,0,2
1287,0,เหนื่อยหรอ อย่าร้องไห้นะ #โรคซึมเศร้า,0,1,0,0,0,0,2
1288,0,สุดท้ายแล้ว ตัวเราเองเท่านั้น ที่ต้องการเรามากที่สุด คนที่เขามาก็เพื่อหวังผลกันทั้งนั้น มันไม่มีหลอกความรัก ที่มาจากความรู้สึกจริงๆ อยู่กันตัวเราเองล่ะ ดีแล้วจำไว้ซ่ะ #คําคมความรู้สึก #เหนื่อยกับชีวิต,0,1,0,0,0,0,2
1289,0,เขาเหนื่อยกับเรื่องของเขามากพอแล้วอย่าให้เขามาเหนื่อยกับเรื่องของเราเพิ่มเลย🙂🙂 #เหนื่อย #แคปชั่น  #เศร้า,0,1,0,1,0,0,2
1290,0,ไปหาหมอมา  หมอ: เป็นอย่างไงบ้าง?  กู: **น้ำตาไหลพราก**   บางทีเราแค่ต้องการคนถามแหละว่าเป็นยังไงสบายดีไหม แล้วรับฟังเราเหมือนที่หมอทำ ไม่ใช่ซ้ำเติมเรา   #โรคซึมเศร้า,0,1,0,0,0,0,0
1291,0,22:33 อยู่ๆ ก็อยากเศร้า อยากร้องไห้ เหนื่อยในสิ่งที่ทำ ถ้าบอกใคร เขาคงบอกว่าแค่นี้นะหรอ คนอื่นเหนื่อยกว่าเราตัเงเยอะ... #โรคซึมเศร้า #ซึมเศร้า,0,1,0,0,0,0,2
1292,0,ฉันไม่จำเป็นต้องอธิบายกับคนที่ไม่มีวันเข้าใจในตัวฉัน อย่าทำให้ฉันรู้สึกแย่ไปกว่านี้เลย ฉันไม่อยากทำนิสัยแย่ๆใส่คุณ 🥀 #โรคซึมเศร้า,0,1,0,0,0,0,2
1293,0,เราสามารถปรึกษาใครเรื่อง #โรคซึมเศร้า ได้บ้างคะ,0,0,0,0,0,1,0
1294,0,เขา ~รัก  เรา  .  .  .  .  .  .  .  ~(นิเสธ)​เครื่องหมายในคณิตศาสตร์​แปลว่าไม่    #เศร้า  #อยู่คนเดียว,0,1,0,0,0,0,0
1295,0,ที่เห็นยิ้มก็แค่ฝืน โดนใครว่าอะไรหน่อยมันก็เจ็บไปหมด ร้องไห้ทุกวันไม่สนุกเลย #โรคซึมเศร้า,0,1,0,0,0,0,2
1296,0,นานมีบุ๊คส์ขอเรียนเชิญร่วมกิจกรรม Book Talk #ซึมเศร้าเล่าได้ หนังสือที่จะพาคุณไปรู้จักและเข้าใจ #โรคซึมเศร้า พบกับ คุณแวร์ โซว นักแสดงชื่อดังที่เคยถูกโรคนี้เข้าโจมตี    💥 เข้าร่วมงานฟรี    📆 วันศุกร์ที่ 21 ก.พ. 63  ⏰ เวลา 16.00 - 18.00 น.  📌 ณ ชั้น G B2S เซ็นทรัล ลาดพร้าว,0,0,0,0,0,0,0
1297,0,อิจฉาคนที่ทุกข์แบบเปิดเผยจัง #โรคซึมเศร้า,0,1,1,0,0,0,2
1298,0,ลาก่อน #โรคซึมเศร้า,0,1,0,0,0,0,2
1299,0,เมื่อไหร่จะเข้าใจที่เราเงียบเราไม่พูดอ่ะ เราควบคุมตัวเองอยู่ เข้าใจบ้างได้ไหม ทำไมต้องว่าเราประชดอ่ะ บอกให้เราเข้าใจคนอื่นอยู่ได้ ทั้งที่ไม่เคยมีใครเข้าใจเราเลยอ่ะ ท้ออ่ะ จะให้เราเกิดมาทำไมอ่ะ ทำไมพี่ต้องไปแล้วให้เราแฝเกิดมาอ่เ ะ้าพี่เกิดมาแต่แรกคงไม่มีเราแล้ว #โรคซึมเศร้า,0,1,0,1,0,0,2
1300,0,เรากินแอลไป แล้วก็กินยาอันนี้ตามไปจะเป็นไรมั้ยย #โรคซึมเศร้า,0,0,0,0,0,1,2
1301,1,ขอโทษที่วันนี้ยังทำไม่ได้  ขอโทษแต่เรื่องทุกอย่างจะจบถ้าฉันตายยยโอ้ววววววจีเนียส  #เป็นเอ๋อ  #โรคซึมเศร้า,0,1,0,0,0,0,2
1302,0,เจอแต่เรื่องราวร้ายๆจะให้อยากมีชีวิตอยู่ได้ยังไง #โรคซึมเศร้า,0,1,0,0,0,0,2
1303,1,ทำร้ายตัวเองก็ไม่เห็นตายนิ รู้สึกดีด้วย ทำไมถึงจะไม่ทำละ ในเมื่อสิ่งที่เราทำได้มันมีแค่นี้ #โรคซึมเศร้า,0,1,0,0,0,1,2
1304,0,ทุกคนรักฉัน....แต่สิ่งที่ทุกคนไม่รู้คือ ความรักของเขากำลังฆ่าฉัน  #โรคซึมเศร้า,0,1,0,0,0,0,2
1305,0,อยากจะตบปากคนที่แนะนำคนป่วยโรคซึมเศร้าให้รีบปิดไฟหลับตาแล้วนอนไวๆอะไรงี้ คือแบบ...ถ้ากรูทำได้แบบนั้นกรูไม่ต้องไปหาหมอจิตเวช4 ปีหรอกว่ะ  #โรคซึมเศร้า,0,0,1,0,0,0,2
1306,0,จนวันนี้ได้รู้ว่าความรักเป็นสิ่งที่ไม่แน่นนอนวันหนึ่งมีความรักเข้ามา  แล้ววันหนึ่งความรักนั้นก็หายจากเราไป  ไม่มีอะไรแน่นอนในชีวิต  #อกหัก #เศร้า  #ร้องไห้  #เดือนเกิด,0,1,0,0,0,0,2
1307,0,เอาจริงๆนะจากใจเลย คนที่เป็น #โรคซึมเศร้า ถึงเค้าจะได้รับกำลังใจขนาดไหนมันก็มีส่วนที่ช่วยในส่วนหนึ่ง แต่สิ่งที่สำคัญเลยเราควรไปหาหมอเพราะมันเป็นที่สารในสมองของเราผิดปกติ ก่อนหน้านี้เรารู้สึกดีขึ้นมากแต่เหมือนอยู่ๆมันก็กลับมาเป็นอีกมันควรได้รับยาพร้อมไปกับกำลังใจ,0,0,0,0,0,0,1
1308,0,การโดนทำร้ายจิตใจซ้ำไปซ้ำมานี่ก็เหนื่อยเหมือนกันนะ.. #โรคซึมเศร้า,0,1,0,0,0,0,2
1309,0,พลาดอีกครั้ง.... #โรคซึมเศร้า,0,1,0,0,0,0,2
1310,0,ปัจจุบันนี้ก็ยังหยุดร้องไห้ไม่ได้เลย ทุกคืนต้องแอบมานอนน้ำตาไหลไร้เสียง ด้วยสาเหตุอะไรไม่รู้ รู้แต่ว่ามันรู้สึกเจ็บใจ เสียใจ น้อยใจ ทรมาน เหนื่อย ท้อ รู้สึกหมดหวัง กับอะไรสักอย่างที่เราไม่รู้ ถึงกับร้องไห้ข้ามปีเลยนะ #โรคซึมเศร้า : ยังไม่หายดีก็จะต้องเจอน้ำตาทุกวันต่อไป,0,1,0,0,0,1,2
1311,0,เราทำอะไรไม่ได้นอกจากกินยาแล้วหลับไป  #โรคซึมเศร้า #โรคซึมเศร้าไดอารี่,0,1,0,0,0,0,2
1312,0,โลกที่เห็นเป็นเพียงสีเทา  ไม่มีแม้แต่แสงสว่าง  เป็นเพียงโลกที่มีขาวกับดำ  #โรคซึมเศร้า,0,1,0,0,0,0,2
1313,1,100วว่าเม็ด ทำไีรกูได้เลย เห้อ #โรคซึมเศร้า #ฆ่าตัวตาย,0,0,0,0,1,0,2
1314,0,แกเราพัง  ทำไมอยู่ๆเรารู้สึกว่าหมอไม่เข้าใจเราวันนี้  เราสติหลุดอะตอนนี้  #โรคซึมเศร้า,0,1,0,0,0,1,2
1315,0,เลิกหวงแกไม่ได้ซักที:(  #แคปชั่น #ระบาย #เศร้า,0,1,0,0,0,0,2
1316,0,ฟังเพลง ที่หลับไปพร้อมกับ คลื่นเดลต้า  คลื่นอัลฟ่า ของสมอง เพลงส่งคลื่นความถี่ได้ ไปมีผลต่อการทำงานของสมองให้ผ่อนคลาย    วันนี้ลองไป2รอบ มันทำให้เรา มีคุณภาพการนอนที่ดีขึ้น     #โรคซึมเศร้า  #นอนไม่หลับ  #หลับยาก   https://t.co/dNn3kETSVN,1,0,0,0,0,0,0
1317,0,อยากได้ใครสักคนที่ฟังเราระบายได้  คนที่เข้าใจเเละรู้ถึงความรู้สึกเราคนที่จะอยู่เราตอนที่รู้สึกเเย่เเละผมก็เจอเขาเเล้วเเต่น่าเสียดาย ที่ผมตื่นขึ้นมาซะก่อน.. #ซึมเศร้า,0,1,0,0,0,0,2
1318,0,เราเป็นให้คุณได้ทุกอย่างเลยนะ รวมถึงเป็นหมา #ระบาย #เศร้า,0,1,0,0,0,0,2
1319,0,งื่อออ มือใหม่หัดขับ 555 #จ้องผมเถอะ #ว่างงาน ไม่มีเงินกินข้าวแล้ว ทำงานกับคนหมู่มากก็ลำบาก #โรคซึมเศร้า,0,1,0,1,0,0,2
1320,0,อยากจบจะแย่อยากแยกกันเต็มที  #โรคซึมเศร้า,0,1,0,0,0,0,2
1321,0,ขอบคุณนะคะที่เสียสละครั้งนี้ #RIp   #กราดยิงโคราช,0,1,0,0,0,0,0
1322,0,ฉันต้องการกำลังใจ ไม่ใชการซ้ำเติม #โรคซึมเศร้า,0,1,0,0,0,0,2
1323,0,ขอสดุดีวีรชนผู้กล้า ตลอดจนดวงวิญาณทุกดวงขอให้ไปสู่ภพภูมิที่ดี #Rip ผู้กอง ปุ๊ #หน่อวยอรินทราช 26,0,1,0,0,0,0,0
1324,0,พูดตรง ๆ นะ จากหลายๆเหตุการณ์ที่ทำให้เจ้าหน้าที่ทำงานได้ยากลำบาก ก็คือ สื่อที่ไม่มีจรรยาบรรณนี่แหละ สักแต่จะขายข่าว แต่ไม่คิดถึงความปลอดภัยของผู้อื่น ! #กราดยิงโคราช #RIP #PrayForKorat,0,0,1,0,0,0,2
1325,1,นอนไม่หลับ อยากตายว่ะ #โรคซึมเศร้า,0,1,0,0,0,0,2
1326,0,เราไม่ได้อยากเห็นแก่ตัว แต่เราไม่อยากแคร์ใครแล้ว เราเหนื่อย #โรคซึมเศร้า,0,1,0,0,0,0,2
1327,0,เรารู้แหละว่าคงเป็นไปไม่ได้หรอก ต่อให้อธิษฐานบนบานสิ่งศักดิ์สิทธิ์ ก็คงช่วยอะไรไม่ได้ เพราะมันไม่มีทางเป็นจริงได้ #เศร้า,0,1,0,0,0,0,2
1328,0,อำนาจทำให้คนกลายเป็นบ้า   สุดท้ายบีบคนให้กลายเป็นหมาบ้า  แต่หมาบ้านั่นดันเป็น หมา K9  #กราดยิงโคราช #RIP,0,0,1,0,0,0,2
1329,0,ก็ไม่รู้ต้องดีขนาดไหน ถึงเป็นคนที่ถูกใจได้ #แคปชั่นเศร้า #เศร้า,0,1,1,0,0,0,2
1330,0,สำหรับใครที่คิดจะซื้อยาต้านเศร้าหรือยาต่างๆนะคะ เราอยากจะแนะนำว่าให้ไปหาหมอดีกว่านะคะ ยาทางจิตเวชมีผลต่อประสาทนะ มีผลข้างเคียงเยอะมาก และอันตรายมากเช่นกัน เปิดใจไปหาหมอกับเสี่ยงอันตราย คุณจะเลือกอันไหน? ทุกคนย่อมพบจิตแพทย์เป็นปติในปัจจุบัน #ยาต้านเศร้า #ซึมเศร้า,0,0,0,0,0,0,1
1331,0,เคยดูข่าวกราดยิงที่ต่างประเทศ   ไม่คิดเลยว่า วันนี้จะเกิดขึ้นกับประเทศตัวเอง #Rip #หดหู่ #กราดยิงโคราช,0,1,0,0,1,0,2
1332,1,ถ้าต้องตื่นมารู้สึกแย่แบบนี้   ขอหลับไม่ตื่นได้มั้ย #โรคซึมเศร้า,0,1,0,0,0,0,2
1333,0,เรามันไม่มีค่าอะไรเลยใช่ไหม #โรคซึมเศร้า,0,1,0,1,0,0,2
1334,0,ขอแสดงความเสียใจกับครอบครัวผู้สูญเสีย #RIP  ขอขอบคุณเจ้าหน้าที่ทุกท่านที่ทำงานอย่างหนัก  ขอปลอบขวัญผู้บาดเจ็บและคนในเหตุการณ์ทุกท่าน  ขอขอบคุณทุกคนที่คอยช่วยเหลือซึ่งกันและกัน  ขอชื่นชมสื่อที่มีจรรยาบรรณที่ดี  #กราดยิงโคราช,0,1,0,0,0,0,2
1335,0,"In the end, we learn how to be Strong alone. 🙂🌻  วันนึงโลกจะสอนให้เราอยู่คนเดียวได้เองโดยที่ไม่ต้องไปยึดติดกับใคร.🙂                    ——————🌻————  #คนเดียว #เเย่ว่ะ #เศร้า",0,1,0,0,0,0,1
1336,1,อยากตาย #โรคซึมเศร้า,0,1,0,0,0,0,2
1337,0,เหนื่อยเหมือนกันเนาะ โดนกดดันบ่อยๆแบบนี้ #โรคซึมเศร้า,0,1,0,0,0,0,2
1338,0,เพราะ #ทวด เซ็นจอร์จ มันยอดมาก  #ยอดปิรมิตร #ยอดพระกัณฑ์ไตรปิฏก #บีคริสเป็นแฟนกัน   *ดีต่อใจ ก็ให้เด็กม.ปลาย เรียน2-3คาบก็กลับบ้านได้ก็ดี #มันมีจริง   #ปัญหาครอบครัว เขาไม่กลับบ้าน,1,0,0,0,0,0,0
1339,0,"คำถามเกี่ยวกับชีวิตกูตอนนี้เลยนะ คือแบบ ""อีหยังวะ"" เจอแต่อะไรไม่รู้แม่งเหนื่อย  #โรคซึมเศร้า",0,1,0,0,0,0,2
1340,1,ไม่อยากตื่น   ไม่อยากรู้ว่าพรุ่งนี้ต้องเจออะไรบ้าง  ไม่อยากรับรู้  ไม่อยากเครียดแล้ว  #โรคซึมเศร้า,0,1,0,0,0,1,2
1341,0,ทุกความสดใสที่เราวาดไว้ถูกทำลายเพราะปีศาจในตัวเราเช่นกัน 🥀  #โรคซึมเศร้า #โรคจิต #โลกสีเทา #อยากตาย #เสียงกระซิบจากความมืด #ซึมเศร้า,0,1,0,0,0,0,2
1342,0,เหนื่อยที่แปลว่าไม่อยากทนไม่อยากอยู่ต่อแล้ว มันเหนื่อย เหนื่อยเกือนกว่าที่เราจะรับไหว เจอแต่ปัญหาในชีวิต อยากหายไปจากโลกนี้แล้ว #โรคซึมเศร้า,0,1,0,0,0,1,2
1343,0,อาการไม่อยากอ่านหนังสือทั้งที่เคยชอบมาก และอาการอ่านจับใจความไม่ได้ยังคงอยู่  คงต้องรักษากันอีกยาว  #โรคซึมเศร้า,0,1,0,0,0,0,2
1344,0,ลือแม่จ่าคลั่งสุดช้ำใจหนัก ยังทำใจไม่ได้พาตัวคุมเข้มในค่ายทหาร หวั่นคิดสั้น  #การศึกษาฆ่าฉัน #PPTVHD36   #ปมนยอง #คัดค้านยุบอนาคตใหม่  #แม่จ่าคลั่ง   #ทหารคลั่งกราดยิงโคราช  #ข่าว #ข่าวช่องวัน  #ข่าวด่วน #ไทยรัฐ  #77ข่าวเด็ด #ฆ่าตัวตาย   https://t.co/i8DKSOPFGE,0,0,0,0,0,1,2
1345,0,ความคิดวนเวียนอยู่กับความตาย #โรคซึมเศร้า,0,1,0,0,0,0,2
1346,0,ไม่สามารถห้ามความคิดถึงได้จริง ๆ 😞  #คิดถึง #เหนื่อย #เหนื่อยแล้ว #เหงา #เสียใจ #เศร้าใจ #เศร้า #ร้องไห้ #อยากเจอ #ความรัก #ความรู้สึกล้วนๆ #ความรู้สึกของวันนี้ #คำคมความรัก #คำคมในวงเหล้า #เพื่อน #อกหัก #เธอไม่เคยมีฉัน #เพ้อเจ้อ #คำคมบาดจิต #คำคม18บวก,0,1,0,0,0,0,2
1347,0,"ทุกครั้งที่สะดุ้งตื่นขึ้นมานั้น​ ฉันก็ไม่สามารถหลับตา​ได้อีกเลย  -ใจสั่น  -มือเท้าเย็น  -หายใจไม่ทั่วท้อง  -สุดท้ายคือ​ ""ร้องไห้""         ฝันร้ายยังคงตามหลอกหลอนฉันไม่ห่างหายไปไหน​เลย​ ทิ้งฉันไป​บ้างก็ได้นะ​  15.02.2020 😭  #โรคซึมเศร้า",0,1,0,0,0,0,2
1348,0,โลก 2 ใบของเราคือ บ้านกับโรงเรียน  โรงเรียน เรามักจะหัวเราะ ยิ้่ม สร้างความสุขให้เพื่อน  แต่ที่บ้าน เรากลับเงียบ วางกระเป๋าแล้วอาบน้ำเขาห้องนอน อยากให้พรุ่งนี้เร็วๆ ไม่อยากจะอยู่บ้าน แต่ใช่ว่าที่โรงเรียนจะดีทุกอย่าง มีแค่เพื่อนเท่านั้นอ่ะ ที่ทำให้อยู่ต่อได้ทุกวันนี้  #โรคซึมเศร้า,0,1,0,0,0,0,2
1349,0,เทอเปนใครอะ  ได้น้ำตาเราเยอะกว่าพ่อแม่เราอีก    #อกหัก #เศร้า #อกหักมันเจ็บ #เศร้าใจ #แคปชั่น #แคปชั่นวงเหล้า #คําคมโดนๆ #คําคมในวงเหล้า #คําคมความรู้สึก #คําคมความรัก #เหงาๆ #เจ็บ #เจ็บได้อีกแค่นี้กระจอก #เหนื่อย #ท้อ #มูฟออนเป็นวงกลม,0,1,0,0,0,0,2
1350,0,คนแปลกหน้าที่เข้าใจกัน  ระบายกับเราได้นะ  เผื่อเราจะเข้าใจแก  #โรคซึมเศร้า,1,0,0,0,0,0,1
1351,1,คุณบอกว่าถ้าคุณไม่มีเรา คุณจะสบายกว่านี้ อือ โอเคเดี๋ยวเราจะหายหรือตายไปเอง #โรคซึมเศร้า,0,1,1,1,0,0,2
1352,0,ทำไมถึงได้เหนื่อยขนาดนี้กันนะ #โรคซึมเศร้า,0,1,0,0,0,0,2
1353,0,กูเกลียดมึง มึงจะไปอยู่ไหนก็ไป ี้คือคำพูดที่ออกจากปากคนเป็นยาย   -ยายทำให้เราเป็นเด็กเงียบ  -ยายชอบเอาไปเทียบกับหลานคนอื่น  -ยายชอบเอาเรื่องของเราไปพูดลับหลัง  -ยายยุให้พี่เกลียดเรา  -ยายชอบหาเรื่องด่าเรา  ตั้งแต่พ่อแม่เลิกกันก็สัมผัสคำว่า ครอบครัว ไม่เจอเลย  #โรคซึมเศร้า #ปัญหาครอบครัว,0,1,0,0,0,0,2
1354,0,ถามอยู่นั่นแหละ ไ่ม่รู่รึไงว่าเครียดเพราะเรื่องที่บ้าน ทำไมต้องมาถามด้วยน้ำเสียงแบบนั้นด้วย คนในครอบครัวที่โยนภาระแทบทุกอย่างมาให้ ชีวิตกูแม่งโคตรบัดซบ #โรคเครียด,0,1,1,0,0,0,2
1355,0,ต้นเหตุที่ทำให้ทุกคนทะเลาะกันคือตัวเราเอง #โรคซึมเศร้า,0,1,0,1,0,0,2
1356,0,ก็เราไม่ได้สำคัญอยู่แล้วหนิ #โรคซึมเศร้า,0,1,0,1,0,0,2
1357,0,“แมท ภีรนีย์” ตอกกลับคอมเมนต์แซ่บ “เกลียดก็ไปตาย ตามส่องอยู่ได้  https://t.co/r1fGPSrWH1  #แมทภีรนีย์ #โรคซึมเศร้า #COVID2019 #NAMTAEHYUN #ใจสลาย #COVID2019 #Westerdam #CrashLandingOnYou,0,0,1,0,0,0,2
1358,0,อย่าพูดว่ามึงไม่เคยทิ้งกูให้อยู่คนเดียวเพราะมันเป็นการกระทำที่กูจำฝังใจกูจำได้ว่ามึงทิ้งกูแล้วอยู่กับคนคุยมึงกูจำได้ขึ้นใจอย่าพูด!ว่าไม่เคยทำ ตอแหล จอมปลอม ดอกทอง  #โรคซึมเศร้า,0,0,1,0,0,0,2
1359,0,แปลกเนอะ ทุกคนที่เหมือนเข้าใจ แต่พอเอาเข้าจริงก็เหมือนเดิม #โรคซึมเศร้า,0,1,0,0,1,0,2
1360,1,ถ้าตายไปทุกอย่างจะจบ สิ่งที่คุณเหนื่อยมาตลอด สิ่งที่คุณไม่ไหวกับมัน จะจบลงถ้าคุณตาย หรือไม่จริง? #โรคซึมเศร้า,0,1,0,0,0,1,2
1361,0,มีเรื่องไม่สบายใจทักมาคุยกับเราได้นะ เราอาจจะไม่เข้าใจคุณทั้งหมดแต่เราจะอยู่ข้างๆคุณตรงนี้เวลาที่ไม่สบายใจคุณไม่ได้อยู่คนเดียวนะคะ💛  #เสียงกระซิบจากความมืด #ที่ปรึกษา #ปรึกษา #ระบาย #โรคซึมเศร้า #โรคเครียด,1,0,0,0,0,0,1
1362,0,ถ้าความรู้สึกห้ามกันได้ เราคงไม่รู้สึกรัก เราคงไม่รู้สึกกับความเศร้าเลย #ซึมเศร้า,0,1,0,0,0,0,2
1363,0,เธอเป็นคนเดียวที่สามารถทำให้ฉันมีความสุขได้ถึงแม้ว่าฉันกำลังเศร้าเรื่องของเธออยู่ 🙃  #เศร้า #เศร้าใจ  #คิดถึง #คิดถึงแฟน #คิดไปเอง,0,1,0,0,0,0,0
1364,0,วงการแพทย์สูญเสียอีก #RIP    Huang Wenjun แพทย์อายุ 42 ปีที่โรงพยาบาลใกล้กับอู่ฮั่นเสียชีวิตจากการติดเชื้อ COVID-19 อีกราย ถือเป็นการสูญเสียคุณหมอคนที่2 ในรอบ 24 ชั่วโมง    #COVID19  #โควิด19  #coronavirus  #CoronavirusOutbreak,0,1,0,0,0,0,2
1365,0,ก่อนคบ ทำทุกอย่างเพื่อให้ได้กูมา  หลังคบ #ลืมทุกคำสัญญาที่ให้ไว้กับกู    #คำคม #คำคมอกหัก #คำคมเศร้า #คำคมความรัก  #แคปชั่น #แคปชั่นความรัก #แคปชั่นอกหัก  #แคปชั่นเศร้า #แคปชั่นคำคม #แคปชั่นด่า #แคปชั่นเด็ดๆ #อกหัก #เศร้า,0,1,0,0,0,0,2
1366,0,ขอร้องเราไม่อยากรับรู้อะไรอีกแล้ว #โรคซึมเศร้า,0,1,0,1,0,0,2
1367,0,"อิตาลี-เกาหลี ช็อคยอดติดเชื้อพุ่ง ทั่วโลกทะลุ 78,000 ราย  https://t.co/lnKdYi031m  #โรคซึมเศร้า #โคโรน่าไวรัส #โควิค19 #โควิด #COVID2019 #เกาหลี #korea #ไวรัส #ออฟจุมพล #อภิปรายไม่ไว้วางใจนอกสภา #อภิปรายไม่ไว้วางใจ #freeNiranam #KUไม่ใช่ขนมหวานราดกะทิ",0,0,0,0,0,0,0
1368,0,ก่อนจะทำคิดถึงใจฉันบ้าง #โรคซึมเศร้า,0,1,0,0,0,0,2
1369,0,ที่ไหนอยู่แล้วสบายใจ เราก็อยากอยู่ ที่ไหนอยู่แล้วไม่สบายใจ เราก็ไม่อยากอยู่ #โรคซึมเศร้า #ซึมเศร้า,0,1,0,0,0,0,2
1370,0,สุดท้ายฉันก็ยังไม่ตาย  #โรคซึมเศร้า #ปัญหาครอบครัว,0,0,0,0,1,0,2
1371,0,ถ้อยคำที่เธอบอกรักยังจดจำไว้ทุกคำ  .  .  .  #กลัวเครื่องบิน #เพลงเศร้า #เศร้า,0,1,0,0,0,0,0
1372,0,รู้สึกแย่แค่ไหน ก็พูดก็ระบายกับใครไม่ได้  เพราะเขามองว่าเรียกร้องอ่ะ.. #โรคซึมเศร้า,0,1,0,0,0,0,2
1373,0,สักวัน สักวันหนึ่งฉันจะก้าวออกไปจากโลกที่โหดร้ายนี้ให้ได้ #โรคซึมเศร้า,0,0,0,0,0,0,0
1374,0,สภาพสภาวะจิตใจของประชาชนทุกคนคือสิ่งที่น่าเป็นห่วงที่สุด ยังจะย่ำแย่กว่าที่เป็นอยู่อีกเยอะ โอกาสและสิ่งที่จะเกิดขึ้นคือ #โรคซึมเศร้า ขั้นรุนแรงสุดคือ #ชีวิต จะมีคนคิด #ลาโลก อีกมากมาย...,0,1,0,0,0,0,2
1375,0,แม้แต่พระเจ้าก็ไม่ฟังคำขอของฉันเลย😔 #ภาวะซึมเศร้า #ซึมเศร้า #โรคซึมเศร้า,0,1,0,0,0,0,2
1376,0,อย่ากลัวการจากลาเลยนะ #โรคซึมเศร้า,0,1,0,0,0,0,2
1377,0,พูดว่าไม่ไหวกับใครได้บ้าง #โรคซึมเศร้า,0,1,0,0,0,0,2
1378,1,อยากตายแบบ ไม่เดือดร้อนใคร ไม่มีใครรู้ ไม่มีใครตามหา ไม่มีใครสนใจ #โรคซึมเศร้า #ซึมเศร้า,0,1,0,1,0,0,2
1379,0,#โรคซึมเศร้า พวกเรานี่ก็เก่งเนาะ🙂,1,0,0,0,0,0,1
1380,0,ได้โปรดใส่ใจเราบ้างได้มั้ย? เราดูไร้ค่าจนครอบครัวไม่ใส่ใจขนาดนี้เลยหรอ รักเราสักนิดได้มั้ย เราพยายามแล้วพยามยามทำทุกอย่างให้ดีแล้วนะ ทำไมไม่รักเราสักที #โรคซึมเศร้า #โรคเครียด,0,1,0,1,0,0,2
1381,0,ถ้าบอกว่าไม่เหนื่อยจะเชื่อปะ #เหนื่อย #เหนื่อยกับชีวิต,0,1,0,0,0,0,2
1382,0,รักกันมันจำกัดอายุด้วยหรอ😥  #เศร้า #คนที่รักเธออยู่ตรงนี้อีกคน  #ฉันรักคุณมาก😣,0,1,0,0,0,0,0
1383,0,น้อยใจในวาสนาชีวิตของตัวเอง  #ซึมเศร้า #โรคซึมเศร้า,0,1,0,0,0,0,2
1384,0,เป็นเพราะเราทำผิด หรือผิดที่เป็นเราทำ #เหนื่อยกับชีวิต,0,1,0,1,0,0,2
1385,0,มันไม่ง่ายกับฉันหรอก😢 #โรคซึมเศร้า,0,1,0,0,0,0,2
1386,0,ทำไมโลกภายนอกถึงใจร้ายกับเราจัง.🌚    #ซึมเศร้า #ปัญหาชีวิต,0,1,0,0,1,0,2
1387,0,กูอยากร้องไห้ 😭😭 #โรคซึมเศร้า,0,1,0,0,0,0,2
1388,0,มันจะมีซักครั้งมั้ย ที่ไม่ต้องพยายามอยู่ฝ่ายเดียว.    #คำคม #คำคมอกหัก #คำคมเศร้า #คำคมความรัก  #แคปชั่น #แคปชั่นความรัก #แคปชั่นอกหัก  #แคปชั่นเศร้า #แคปชั่นคำคม #แคปชั่นด่า #แคปชั่นเด็ดๆ #อกหัก #เศร้า,0,1,0,0,0,0,2
1389,1,คัตเตอร์ไม่คม...😟  #โรคซึมเศร้า,0,1,0,0,0,0,2
1390,0,วันนั้นเป็นวันที่เราเเย่ที่สุด....ถ้าวันนั้นเเฟนไม่ขี่รถตามหาเรา!เราก็อาจไม่มีชีวิตอยู่อีกต่อไป  โรคนี้มันชั่งน่ากลัว #โรคซึมเศร้า,0,1,0,0,0,0,2
1391,1,หมอดูทักว่าจะตายด้วยการผูกคอตายตอนอายุ18 ทั้งๆที่เค้าไม่รู้ว่าเราเป็นซึมเศร้า #โรคซึมเศร้า,0,1,0,0,1,0,2
1392,0,มีใครต้องการฉันบ้างไหม #โรคซึมเศร้า,0,1,0,0,0,0,2
1393,0,ช่างแม่งเหอะความรู้สึกกูอะ  #โรคซึมเศร้า,0,0,1,0,0,0,2
